provinsi,jenis,daerah,tahun,periode,cluster,pca1,pca2
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,2,1.0,1,1,17.16585758611165,0.6712791413537746
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,0,1,17.16585758611165,0.6712791413537712
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,0,1.0,1,1,17.16585758611165,0.6712791413537713
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,0,1,17.16585758611165,0.671279141353773
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,1,1,1.0,1,1,17.16585758611165,0.6712791413537731
34,2,2,0.0,0,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,0,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,0,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,0,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,0,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,0,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,1,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,1,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,1,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,1,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,1,1,17.16585758611165,-3.0207561360919777
34,2,2,0.0,1,1,17.16585758611165,-3.0207561360919777
34,2,0,0.0,0,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,0,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,0,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,0,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,0,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,0,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,1,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,1,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,1,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,1,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,1,1,17.16585758611165,-3.0207561360919812
34,2,0,0.0,1,1,17.16585758611165,-3.0207561360919812
34,2,1,0.0,0,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,0,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,0,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,0,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,0,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,0,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,1,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,1,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,1,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,1,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,1,1,17.16585758611165,-3.0207561360919795
34,2,1,0.0,1,1,17.16585758611165,-3.0207561360919795
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,0,1,17.16585758611165,-0.7306741749965294
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,2,1.0,1,1,17.16585758611165,-0.7306741749965292
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,0,1,17.16585758611165,-0.7306741749965328
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,0,1.0,1,1,17.16585758611165,-0.7306741749965325
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,0,1,17.16585758611165,-0.730674174996531
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
34,2,1,1.0,1,1,17.16585758611165,-0.7306741749965308
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,0,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,2,1.0,1,1,15.146344928922044,2.0732324577040786
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,0,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,0,1.0,1,1,15.146344928922044,2.0732324577040755
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,0,1,15.146344928922044,2.0732324577040773
32,0,1,1.0,1,1,15.146344928922044,2.0732324577040773
